Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
paul joly,Auxerre,Ligue-1,2024-2025,10,0,55,56,0.619
jota,Rennes,Ligue-1,2024-2025,3,3,16,11,0.5
antoine joujou,Le Havre,Ligue-1,2024-2025,7,2,37,59,0.217
jubal,Auxerre,Ligue-1,2024-2025,27,1,0,90,0.6920000000000001
hamed junior traore,Auxerre,Ligue-1,2024-2025,30,7,42,100,0.375
yaya kader fofana,Reims,Ligue-1,2024-2025,16,0,6,33,0.28600000000000003
tino kadewere,Nantes,Ligue-1,2024-2025,6,2,2,34,0.556
arnaud kalimuendo,Rennes,Ligue-1,2024-2025,29,12,13,63,0.272
justinnoel kalumba,Angers,Ligue-1,2024-2025,0,0,1,2,
warren kamanzi,Toulouse,Ligue-1,2024-2025,16,2,16,56,0.875
glen kamara,Rennes,Ligue-1,2024-2025,7,0,0,42,0.25
noham kamara,Paris S-G,Ligue-1,2024-2025,0,0,0,4,1.0
nordine kandil,Strasbourg,Ligue-1,2024-2025,2,0,0,0,0.5
lee kangin,Paris S-G,Ligue-1,2024-2025,21,1,94,73,0.33299999999999996
yassine kechta,Le Havre,Ligue-1,2024-2025,42,4,36,113,0.27
thilo kehrer,Monaco,Ligue-1,2024-2025,23,1,2,132,0.614
reda khadra,Reims,Ligue-1,2024-2025,0,0,3,7,
wahbi khazri,Montpellier,Ligue-1,2024-2025,23,7,48,44,0.276
abdukodir khusanov,Lens,Ligue-1,2024-2025,13,0,5,50,0.6920000000000001
presnel kimpembe,Paris S-G,Ligue-1,2024-2025,0,0,0,3,
joshua king,Toulouse,Ligue-1,2024-2025,35,7,9,60,0.40700000000000003
cedric kipre,Reims,Ligue-1,2024-2025,24,1,12,73,0.631
herve koffi,Lens,Ligue-1,2024-2025,0,0,0,3,1.0
philipp kohn,Monaco,Ligue-1,2024-2025,0,0,0,37,1.0
koka,Le Havre,Ligue-1,2024-2025,14,1,0,24,0.488
randal kolo muani,Paris S-G,Ligue-1,2024-2025,7,2,0,8,0.75
geoffrey kondogbia,Marseille,Ligue-1,2024-2025,19,1,4,108,0.643
abdoul kone,Reims,Ligue-1,2024-2025,3,0,0,7,1.0
amadou kone,Reims,Ligue-1,2024-2025,19,0,3,79,0.5
ismael kone,Marseille,Ligue-1,2024-2025,4,1,3,14,0.28600000000000003
ismael kone,Rennes,Ligue-1,2024-2025,8,0,2,19,1.0
emmanuel koum mbondo,Marseille,Ligue-1,2024-2025,0,0,0,0,
boubakar kouyate,Montpellier,Ligue-1,2024-2025,15,4,0,18,0.595
goduine koyalipou,Lens,Ligue-1,2024-2025,7,6,2,15,0.4
sael kumbedi,Lyon,Ligue-1,2024-2025,17,0,14,32,0.3
daler kuzyaev,Le Havre,Ligue-1,2024-2025,8,0,6,27,0.636
khvicha kvaratskhelia,Paris S-G,Ligue-1,2024-2025,12,0,33,27,0.375
remy labeau lascary,Lens,Ligue-1,2024-2025,23,10,19,21,0.462
gaetan laborde,Nice,Ligue-1,2024-2025,29,8,27,49,0.505
alexandre lacazette,Lyon,Ligue-1,2024-2025,48,20,17,28,0.33299999999999996
younes lachaab,Lille,Ligue-1,2024-2025,1,0,0,0,0.0
alban lafont,Nantes,Ligue-1,2024-2025,0,0,0,11,1.0
kenny lala,Brest,Ligue-1,2024-2025,18,1,126,154,0.381
mohamed lamine bayo,Lille,Ligue-1,2024-2025,6,0,0,5,0.5
gautier larsonneur,Saint-Étienne,Ligue-1,2024-2025,0,0,0,41,0.636
julien le cardinal,Brest,Ligue-1,2024-2025,12,0,6,48,0.617
jeremy le douaron,Brest,Ligue-1,2024-2025,2,2,0,2,0.6
benjamin lecomte,Montpellier,Ligue-1,2024-2025,0,0,0,35,1.0
pierre leesmelou,Brest,Ligue-1,2024-2025,32,0,22,125,0.364
jordan lefort,Angers,Ligue-1,2024-2025,14,1,12,110,0.588
felix lemarechal,Strasbourg,Ligue-1,2024-2025,30,3,26,62,0.359
donovan leon,Auxerre,Ligue-1,2024-2025,1,0,0,33,0.875
esteban lepaul,Angers,Ligue-1,2024-2025,16,16,15,45,0.42700000000000005
johann lepenant,Nantes,Ligue-1,2024-2025,51,1,16,89,0.526
louis leroux,Nantes,Ligue-1,2024-2025,10,0,6,43,0.444
pol lirola,Marseille,Ligue-1,2024-2025,9,0,14,29,0.364
gautier lloris,Le Havre,Ligue-1,2024-2025,31,2,3,100,0.653
bradley locko,Brest,Ligue-1,2024-2025,1,0,1,2,1.0
elysee logbo,Le Havre,Ligue-1,2024-2025,0,0,0,1,0.0
anthony lopes,Nantes,Ligue-1,2024-2025,1,0,0,11,0.667
jordan lotomba,Nice,Ligue-1,2024-2025,2,1,2,2,
tom louchet,Nice,Ligue-1,2024-2025,8,0,35,36,0.7859999999999999
milos lukovic,Strasbourg,Ligue-1,2024-2025,0,0,0,0,
othmane maamma,Montpellier,Ligue-1,2024-2025,4,2,12,12,0.2
deiver machado,Lens,Ligue-1,2024-2025,28,5,51,89,0.5
lanroy machine,Angers,Ligue-1,2024-2025,0,0,1,1,0.0
yvann macon,Saint-Étienne,Ligue-1,2024-2025,26,1,23,42,0.2
eros maddy,Auxerre,Ligue-1,2024-2025,3,0,0,0,
soungoutou magassa,Monaco,Ligue-1,2024-2025,28,0,7,90,0.382
hugo magnetti,Brest,Ligue-1,2024-2025,29,0,18,111,0.5
frank magri,Toulouse,Ligue-1,2024-2025,26,4,4,21,0.32799999999999996
ainsley maitlandniles,Lyon,Ligue-1,2024-2025,16,3,48,89,0.517
radosaw majecki,Monaco,Ligue-1,2024-2025,0,0,0,19,1.0
hamidou makalou,Brest,Ligue-1,2024-2025,0,0,0,3,
nikola maksimovic,Montpellier,Ligue-1,2024-2025,3,0,0,14,0.381
aaron malouda,Lille,Ligue-1,2024-2025,0,0,0,0,
hianga mananga mbock,Brest,Ligue-1,2024-2025,1,0,0,0,1.0
steve mandanda,Rennes,Ligue-1,2024-2025,0,0,0,26,1.0
aissa mandi,Lille,Ligue-1,2024-2025,7,1,10,67,0.389
orel mangala,Lyon,Ligue-1,2024-2025,0,0,1,6,
sekou mara,Strasbourg,Ligue-1,2024-2025,18,3,3,21,0.452
marquinhos,Paris S-G,Ligue-1,2024-2025,18,1,3,103,0.653
ange martial tia,Reims,Ligue-1,2024-2025,3,0,3,12,0.625
jonas martin,Brest,Ligue-1,2024-2025,7,0,3,30,0.4
hannoah massengo,Auxerre,Ligue-1,2024-2025,17,0,9,57,0.389
clinton mata,Lyon,Ligue-1,2024-2025,27,1,38,129,0.5529999999999999
eliot matazo,Monaco,Ligue-1,2024-2025,0,0,0,7,1.0
nemanja matic,Lyon,Ligue-1,2024-2025,13,0,9,125,0.536
rudy matondo,Auxerre,Ligue-1,2024-2025,4,0,0,2,
azor matusiwa,Rennes,Ligue-1,2024-2025,29,0,1,134,0.609
neal maupay,Marseille,Ligue-1,2024-2025,10,2,1,21,0.364
christian mawissa,Monaco,Ligue-1,2024-2025,19,0,3,70,0.633
senny mayulu,Paris S-G,Ligue-1,2024-2025,20,0,9,32,0.091
ethan mbappe,Lille,Ligue-1,2024-2025,5,1,14,8,0.33299999999999996
ibrahim mbaye,Paris S-G,Ligue-1,2024-2025,6,1,5,10,0.33299999999999996
mark mckenzie,Toulouse,Ligue-1,2024-2025,30,1,1,128,0.564
facundo medina,Lens,Ligue-1,2024-2025,29,0,16,165,0.556
henrik meister,Rennes,Ligue-1,2024-2025,3,0,0,7,0.4
bamo meite,Montpellier,Ligue-1,2024-2025,8,0,0,8,0.455
bamo meite,Marseille,Ligue-1,2024-2025,1,0,0,0,
mohamed meite,Rennes,Ligue-1,2024-2025,14,4,2,5,0.5770000000000001
farid el melali,Angers,Ligue-1,2024-2025,21,8,87,100,0.222
nuno mendes,Paris S-G,Ligue-1,2024-2025,13,1,60,108,0.5770000000000001
antoine mendy,Nice,Ligue-1,2024-2025,13,0,7,48,0.5670000000000001
nampalys mendy,Lens,Ligue-1,2024-2025,11,0,2,30,0.5
gideon mensah,Auxerre,Ligue-1,2024-2025,33,1,76,172,0.457
quentin merlin,Marseille,Ligue-1,2024-2025,11,2,95,69,0.318
rafik messali,Toulouse,Ligue-1,2024-2025,9,1,16,28,0.6
thomas meunier,Lille,Ligue-1,2024-2025,27,3,62,88,0.635
lucas michal,Monaco,Ligue-1,2024-2025,5,0,2,4,0.375
georges mikautadze,Lyon,Ligue-1,2024-2025,7,3,9,44,0.273
igor miladinovic,Saint-Étienne,Ligue-1,2024-2025,0,0,0,4,1.0
takumi minamino,Monaco,Ligue-1,2024-2025,31,10,23,88,0.38799999999999996
lucas mincarelli,Montpellier,Ligue-1,2024-2025,5,0,21,25,0.35700000000000004
terem moffi,Nice,Ligue-1,2024-2025,1,1,0,1,0.75
mostafa mohamed,Nantes,Ligue-1,2024-2025,32,5,4,50,0.5379999999999999
florent mollet,Nantes,Ligue-1,2024-2025,2,1,13,13,0.2
diego moreira,Strasbourg,Ligue-1,2024-2025,26,2,93,139,0.48200000000000004
gabriel moscardo,Reims,Ligue-1,2024-2025,1,0,0,4,0.75
yael mouanga,Montpellier,Ligue-1,2024-2025,10,1,2,29,0.483
aimen moueffek,Saint-Étienne,Ligue-1,2024-2025,20,3,4,59,0.34600000000000003
youssoufa moukoko,Nice,Ligue-1,2024-2025,1,5,1,14,1.0
louis mouton,Saint-Étienne,Ligue-1,2024-2025,24,2,21,63,0.313
ngalayel mukau,Lille,Ligue-1,2024-2025,19,0,5,63,0.5
marshall munetsi,Reims,Ligue-1,2024-2025,28,2,11,72,0.461
almoatasem al musrati,Monaco,Ligue-1,2024-2025,5,0,0,19,0.773
junior mwanga,Le Havre,Ligue-1,2024-2025,19,0,21,61,0.563
junior mwanga,Strasbourg,Ligue-1,2024-2025,6,0,0,16,1.0
loic ngatta,Auxerre,Ligue-1,2024-2025,1,0,1,4,
djylian nguessan,Saint-Étienne,Ligue-1,2024-2025,1,0,0,4,0.364
mickael nade,Saint-Étienne,Ligue-1,2024-2025,19,0,1,113,0.757
bilal nadir,Marseille,Ligue-1,2024-2025,4,0,6,19,0.667
mahamadou nagida,Rennes,Ligue-1,2024-2025,5,0,29,37,0.313
keito nakamura,Reims,Ligue-1,2024-2025,29,10,56,116,0.33299999999999996
sebastian nanasi,Strasbourg,Ligue-1,2024-2025,9,1,66,71,0.214
yael nandjou,Nice,Ligue-1,2024-2025,6,0,4,8,0.75
youssouf ndayishimiye,Nice,Ligue-1,2024-2025,19,0,2,114,0.569
junior ndiaye,Montpellier,Ligue-1,2024-2025,9,4,1,4,0.273
rassoul ndiaye,Le Havre,Ligue-1,2024-2025,12,1,32,66,0.382
wilfried ndollo,Montpellier,Ligue-1,2024-2025,7,0,6,22,0.125
tanguy ndombele,Nice,Ligue-1,2024-2025,10,0,3,67,0.231
loic nego,Le Havre,Ligue-1,2024-2025,27,5,75,111,0.5589999999999999
joao neves,Paris S-G,Ligue-1,2024-2025,17,3,15,123,0.636
mikayil ngor faye,Rennes,Ligue-1,2024-2025,10,0,1,41,0.609
steve ngoura,Le Havre,Ligue-1,2024-2025,5,2,2,7,0.455
bernard nguene,Nice,Ligue-1,2024-2025,1,0,0,0,0.0
moussa niakhate,Lyon,Ligue-1,2024-2025,34,1,5,119,0.642
abdoulaye niakhate ndiaye,Brest,Ligue-1,2024-2025,20,0,2,72,0.568
ibrahima niane,Angers,Ligue-1,2024-2025,15,9,2,32,0.413
rasmus nicolaisen,Toulouse,Ligue-1,2024-2025,4,0,0,29,0.7
arnaud nordin,Montpellier,Ligue-1,2024-2025,13,1,35,47,0.387
plamedi nsingi,Nantes,Ligue-1,2024-2025,0,0,0,1,1.0
ernest nuamah,Lyon,Ligue-1,2024-2025,18,7,30,60,0.48100000000000004
rabby nzingoula,Montpellier,Ligue-1,2024-2025,37,2,16,99,0.45899999999999996
mbala nzola,Lens,Ligue-1,2024-2025,30,24,1,36,0.514
marwann nzuzi,Saint-Étienne,Ligue-1,2024-2025,2,0,1,3,0.667
hamzat ojediran,Lens,Ligue-1,2024-2025,17,1,2,26,0.375
joseph okumu,Reims,Ligue-1,2024-2025,15,0,5,94,0.636
kazeem olaigbe,Rennes,Ligue-1,2024-2025,6,2,10,13,0.0
ben old,Saint-Étienne,Ligue-1,2024-2025,4,0,19,24,0.16699999999999998
warmed omari,Lyon,Ligue-1,2024-2025,0,0,0,0,
becir omeragic,Montpellier,Ligue-1,2024-2025,13,0,7,75,0.37
andrew omobamidele,Strasbourg,Ligue-1,2024-2025,13,0,0,25,0.75
ado onaiwu,Auxerre,Ligue-1,2024-2025,9,3,7,45,0.5870000000000001
christopher operi,Le Havre,Ligue-1,2024-2025,9,3,128,51,0.647
fredrik oppegard,Auxerre,Ligue-1,2024-2025,3,1,6,14,0.28600000000000003
victor orakpo,Nice,Ligue-1,2024-2025,0,1,0,3,0.2
ike orazi,Reims,Ligue-1,2024-2025,0,0,0,0,
gift orban,Lyon,Ligue-1,2024-2025,5,4,1,5,0.2
gabriel osho,Auxerre,Ligue-1,2024-2025,11,0,3,52,0.679
jibril othman,Saint-Étienne,Ligue-1,2024-2025,0,0,0,1,
guimissongui ouattara,Strasbourg,Ligue-1,2024-2025,7,1,3,26,0.33299999999999996
kassoum ouattara,Monaco,Ligue-1,2024-2025,10,0,17,27,0.33299999999999996
zinedine ould khaled,Angers,Ligue-1,2024-2025,8,0,0,17,0.125
beres owusu,Saint-Étienne,Ligue-1,2024-2025,1,0,1,2,1.0
elisha owusu,Auxerre,Ligue-1,2024-2025,49,0,8,154,0.381
willian pacho,Paris S-G,Ligue-1,2024-2025,20,0,0,119,0.527
nicolas pallois,Nantes,Ligue-1,2024-2025,22,0,7,96,0.556
nicolas pays,Montpellier,Ligue-1,2024-2025,2,0,17,20,0.556
kevin pedro,Saint-Étienne,Ligue-1,2024-2025,1,0,1,2,
jordan pefok,Reims,Ligue-1,2024-2025,11,3,1,7,0.5
theo pellenard,Auxerre,Ligue-1,2024-2025,4,0,2,0,
timothee pembele,Le Havre,Ligue-1,2024-2025,9,1,28,46,0.41700000000000004
faris pemi moumbagna,Marseille,Ligue-1,2024-2025,1,0,0,0,
oscar perea,Strasbourg,Ligue-1,2024-2025,0,1,0,1,
mathias pereira lage,Brest,Ligue-1,2024-2025,30,2,99,77,0.461
lucas perri,Lyon,Ligue-1,2024-2025,1,0,0,29,1.0
gaetan perrin,Auxerre,Ligue-1,2024-2025,24,9,162,124,0.188
prosper peter,Angers,Ligue-1,2024-2025,1,0,0,1,0.0
leo petrot,Saint-Étienne,Ligue-1,2024-2025,22,1,51,115,0.519
ore petrovic,Strasbourg,Ligue-1,2024-2025,0,0,0,58,1.0
tom pouilly,Lens,Ligue-1,2024-2025,3,0,11,16,0.0
adrien rabiot,Marseille,Ligue-1,2024-2025,53,12,40,124,0.5670000000000001
goncalo ramos,Paris S-G,Ligue-1,2024-2025,8,9,1,18,0.5710000000000001
lilian raolisoa,Angers,Ligue-1,2024-2025,16,3,77,76,0.5770000000000001
rayan raveloson,Auxerre,Ligue-1,2024-2025,9,0,8,44,0.47100000000000003
guillaume restes,Toulouse,Ligue-1,2024-2025,1,0,0,50,0.0
alexsandro ribeiro,Lille,Ligue-1,2024-2025,28,2,8,175,0.7190000000000001
alejandro rodriguez,Lyon,Ligue-1,2024-2025,0,0,1,1,0.0
valentin rongier,Marseille,Ligue-1,2024-2025,37,0,7,86,0.542
pablo rosario,Nice,Ligue-1,2024-2025,24,0,3,60,0.6
anthony rouault,Rennes,Ligue-1,2024-2025,7,1,0,48,0.6509999999999999
jon rowe,Marseille,Ligue-1,2024-2025,14,6,28,21,0.33299999999999996
fabian ruiz pena,Paris S-G,Ligue-1,2024-2025,6,5,27,135,0.385
geronimo rulli,Marseille,Ligue-1,2024-2025,2,0,0,37,0.875
mathew ryan,Lens,Ligue-1,2024-2025,0,0,0,11,1.0
emmanuel sabbi,Le Havre,Ligue-1,2024-2025,11,2,15,26,0.409
falaye sacko,Montpellier,Ligue-1,2024-2025,15,1,12,52,0.364
matvei safonov,Paris S-G,Ligue-1,2024-2025,0,0,0,15,
modibo sagnan,Montpellier,Ligue-1,2024-2025,33,1,1,90,0.48700000000000004
osame sahraoui,Lille,Ligue-1,2024-2025,8,1,12,58,0.0
wesley said,Lens,Ligue-1,2024-2025,22,7,8,17,0.385
theo sainteluce,Montpellier,Ligue-1,2024-2025,8,2,23,38,0.517
ibrahim salah,Brest,Ligue-1,2024-2025,6,2,15,20,0.25
amine salama,Reims,Ligue-1,2024-2025,2,5,4,11,0.4
mohammed salisu,Monaco,Ligue-1,2024-2025,9,1,0,55,0.66
yoann salmier,Le Havre,Ligue-1,2024-2025,8,0,1,22,0.645
mama samba balde,Lyon,Ligue-1,2024-2025,1,0,0,1,1.0
mama samba balde,Brest,Ligue-1,2024-2025,19,14,10,37,0.41700000000000004
brice samba,Rennes,Ligue-1,2024-2025,0,0,0,25,1.0
brice samba,Lens,Ligue-1,2024-2025,0,0,0,22,
arouna sangante,Le Havre,Ligue-1,2024-2025,22,1,2,53,0.6
nhoa sangui,Reims,Ligue-1,2024-2025,9,0,16,64,0.33299999999999996
morgan sanson,Nice,Ligue-1,2024-2025,3,0,4,10,0.33299999999999996
baptiste santamaria,Nice,Ligue-1,2024-2025,16,0,3,49,0.649
baptiste santamaria,Rennes,Ligue-1,2024-2025,5,0,4,34,0.5
andrey santos,Strasbourg,Ligue-1,2024-2025,29,0,0,188,0.607
tiago santos,Lille,Ligue-1,2024-2025,6,2,19,15,0.6
malang sarr,Lens,Ligue-1,2024-2025,13,1,1,69,0.7829999999999999
mamadou sarr,Strasbourg,Ligue-1,2024-2025,29,0,1,98,0.508
martin satriano,Lens,Ligue-1,2024-2025,4,0,1,6,0.5
teji savanier,Montpellier,Ligue-1,2024-2025,22,1,199,117,0.439
niklas schmidt,Toulouse,Ligue-1,2024-2025,5,0,16,24,0.5
jeremy sebas,Strasbourg,Ligue-1,2024-2025,6,2,2,10,0.5
alidu seidu,Rennes,Ligue-1,2024-2025,10,1,4,67,0.45
hiroki sekine,Reims,Ligue-1,2024-2025,4,0,21,21,0.5
marvin senaya,Strasbourg,Ligue-1,2024-2025,4,0,1,13,0.5
djibril sidibe,Toulouse,Ligue-1,2024-2025,20,2,45,99,0.63
vincent sierro,Toulouse,Ligue-1,2024-2025,34,1,64,125,0.47
caio henrique oliveira silva,Monaco,Ligue-1,2024-2025,16,4,126,110,0.44799999999999995
abdallah sima,Brest,Ligue-1,2024-2025,16,4,16,61,0.48200000000000004
moses simon,Nantes,Ligue-1,2024-2025,11,9,222,118,0.20800000000000002
lassine sinayoko,Auxerre,Ligue-1,2024-2025,36,13,25,76,0.297
wilfried singo,Monaco,Ligue-1,2024-2025,36,3,10,138,0.638
ayanda sishuba,Rennes,Ligue-1,2024-2025,0,0,0,0,
ibrahim sissoko,Saint-Étienne,Ligue-1,2024-2025,37,9,3,23,0.382
niama sissoko,Reims,Ligue-1,2024-2025,3,0,0,2,0.25
leo skiri stigard,Rennes,Ligue-1,2024-2025,18,0,0,51,0.701
milan skriniar,Paris S-G,Ligue-1,2024-2025,4,1,0,25,0.583
naatan skytta,Toulouse,Ligue-1,2024-2025,1,0,0,1,
eduard sobol,Strasbourg,Ligue-1,2024-2025,4,0,1,4,0.5
florian sotoca,Lens,Ligue-1,2024-2025,15,6,75,79,0.623
issa soumare,Le Havre,Ligue-1,2024-2025,17,4,42,98,0.6
saidou sow,Strasbourg,Ligue-1,2024-2025,7,1,0,36,0.516
saidou sow,Nantes,Ligue-1,2024-2025,7,0,0,32,0.419
lucas stassin,Saint-Étienne,Ligue-1,2024-2025,32,7,19,34,0.341
enzo sternal,Marseille,Ligue-1,2024-2025,0,0,0,0,0.0
gabriel suazo,Toulouse,Ligue-1,2024-2025,32,2,78,125,0.406
abakar sylla,Strasbourg,Ligue-1,2024-2025,17,0,1,39,0.5710000000000001
issiaga sylla,Montpellier,Ligue-1,2024-2025,13,3,36,51,0.55
musa altaamari,Montpellier,Ligue-1,2024-2025,7,3,14,49,0.444
musa altaamari,Rennes,Ligue-1,2024-2025,4,4,6,17,0.182
nicolas tagliafico,Lyon,Ligue-1,2024-2025,41,1,37,102,0.49
axel tape,Paris S-G,Ligue-1,2024-2025,2,0,0,11,0.2
florian tardieu,Saint-Étienne,Ligue-1,2024-2025,10,1,24,83,0.636
oussama targhalline,Le Havre,Ligue-1,2024-2025,11,4,16,43,0.5710000000000001
enzo tchato,Montpellier,Ligue-1,2024-2025,21,2,77,60,0.613
arnau tenas,Paris S-G,Ligue-1,2024-2025,0,0,0,2,1.0
tanner tessmann,Lyon,Ligue-1,2024-2025,14,0,14,63,0.174
teddy teuma,Reims,Ligue-1,2024-2025,11,2,44,42,0.33299999999999996
jordan teze,Monaco,Ligue-1,2024-2025,10,1,12,29,0.467
sorba thomas,Nantes,Ligue-1,2024-2025,13,2,130,66,0.292
adrien thomasson,Lens,Ligue-1,2024-2025,51,7,58,206,0.27399999999999997
corentin tolisso,Lyon,Ligue-1,2024-2025,44,8,32,128,0.48200000000000004
abdoulaye toure,Le Havre,Ligue-1,2024-2025,30,1,11,160,0.612
birama toure,Montpellier,Ligue-1,2024-2025,2,0,0,14,0.5
ousmane toure,Lille,Ligue-1,2024-2025,0,0,0,1,1.0
adrien truffert,Rennes,Ligue-1,2024-2025,25,4,145,139,0.5
vanderson,Monaco,Ligue-1,2024-2025,28,1,59,153,0.46799999999999997
robinio vaz,Marseille,Ligue-1,2024-2025,1,0,1,1,0.5
jordan veretout,Lyon,Ligue-1,2024-2025,23,0,26,88,0.444
ben viadere,Auxerre,Ligue-1,2024-2025,0,0,4,0,0.0
vitinha,Paris S-G,Ligue-1,2024-2025,9,0,21,144,0.16699999999999998
ibrahima wadji,Saint-Étienne,Ligue-1,2024-2025,11,4,2,7,0.28600000000000003
elye wahi,Marseille,Ligue-1,2024-2025,17,10,2,8,0.235
caleb wiley,Strasbourg,Ligue-1,2024-2025,2,0,7,17,0.0
christopher wooh,Rennes,Ligue-1,2024-2025,33,0,0,53,0.7
etienne youte kinkoue,Le Havre,Ligue-1,2024-2025,14,0,2,65,0.5529999999999999
eloge zabi,Reims,Ligue-1,2024-2025,1,0,0,3,
yoram zague,Paris S-G,Ligue-1,2024-2025,2,0,4,5,0.5
wilfried zaha,Lyon,Ligue-1,2024-2025,2,0,0,2,
warren zaireemery,Paris S-G,Ligue-1,2024-2025,25,1,9,136,0.391
miha zajc,Toulouse,Ligue-1,2024-2025,5,0,7,14,0.273
denis zakaria,Monaco,Ligue-1,2024-2025,32,1,7,165,0.6
anass zaroury,Lens,Ligue-1,2024-2025,13,2,125,59,0.28600000000000003
nathan zeze,Nantes,Ligue-1,2024-2025,17,0,1,63,0.528
edon zhegrova,Lille,Ligue-1,2024-2025,10,5,58,42,0.6
melvin zinga,Angers,Ligue-1,2024-2025,1,0,0,0,
luck zogbe,Brest,Ligue-1,2024-2025,9,1,14,51,0.75
aristide zossou,Auxerre,Ligue-1,2024-2025,2,0,1,0,
yanis zouaoui,Le Havre,Ligue-1,2024-2025,8,1,110,41,0.636
edhy zuliani,Toulouse,Ligue-1,2024-2025,0,0,0,0,
